heart_rate,spo2,desaturation_events,label
34.89233419177143,99.06342409822139,0,bradycardia
70.03132445947294,98.8929150737319,0,healthy
117.74405252821212,89.75799080110687,4,tachy_hypoxemia
38.46564152466187,100.15074409899763,0,bradycardia
69.92103222344184,99.09807314238218,0,healthy
124.76685366131271,95.08806600198676,1,tachy_hypoxemia
41.425309784421444,98.56870108279182,0,bradycardia
127.52005978184597,90.75686300563527,2,tachy_hypoxemia
65.87286046763242,97.64074841653975,0,healthy
74.65156592370013,84.77642266323785,172,severe_hypoxemia
123.95650499907063,90.88455678022952,1,tachy_hypoxemia
35.541914215433465,98.48682010413935,0,bradycardia
67.21433172901787,97.71204067014357,0,healthy
120.36239698552056,93.75825450921218,4,tachy_hypoxemia
34.43434644057213,97.35139135801276,0,bradycardia
108.59019413070556,91.61996097501743,4,tachy_hypoxemia
121.29583585997058,89.93486227582646,1,tachy_hypoxemia
123.34209998961524,94.89552867809093,1,tachy_hypoxemia
70.16338280590656,97.77534268767263,0,healthy
65.3583231889627,81.09949783527085,359,severe_hypoxemia
64.96118823868775,85.32595968449823,182,severe_hypoxemia
124.6126496975028,90.98958964908341,2,tachy_hypoxemia
118.01294176642988,91.86326440752339,1,tachy_hypoxemia
121.98881501461949,91.02663123822467,1,tachy_hypoxemia
64.64224985627429,96.87612770153632,0,healthy
117.6767083098673,95.57279147641486,1,tachy_hypoxemia
72.96059669970418,90.1170890326152,373,severe_hypoxemia
64.16942087004276,96.60538124863915,0,healthy
119.67418133516173,91.73031560111805,4,tachy_hypoxemia
119.3197860345316,93.83018367082933,5,tachy_hypoxemia
64.92242662829793,98.02940593360753,0,healthy
70.79673755664763,84.66560764060138,239,severe_hypoxemia
39.36379026202883,98.77498280102958,0,bradycardia
60.73030002156235,97.73899780759943,0,healthy
42.67894189051533,97.6762716278976,0,bradycardia
41.646249611708654,98.25459335290432,0,bradycardia
46.36227582372508,97.36031755983323,0,bradycardia
113.21058236191139,94.46808172022057,1,tachy_hypoxemia
42.73942382376957,96.75527231461712,0,bradycardia
65.87953875910978,84.59145341954533,156,severe_hypoxemia
70.42129655209915,85.92142137993488,483,severe_hypoxemia
71.30202350391782,97.17695505512225,0,healthy
67.35852845748252,96.84412488651837,0,healthy
70.19543444116107,85.36264550763234,494,severe_hypoxemia
122.19732161452256,99.20054164580061,5,tachy_hypoxemia
75.79965870261692,78.08867689633243,154,severe_hypoxemia
74.08627721030473,96.29306698545832,0,healthy
75.88216859202318,84.60447058197789,307,severe_hypoxemia
39.42952722871955,97.91460482757263,0,bradycardia
44.382716801253906,98.83726653056645,0,bradycardia
64.23327554868847,97.53940326506896,0,healthy
68.42043856021235,97.12932661987327,0,healthy
69.91579700384304,97.37809236517964,0,healthy
126.11133172436332,92.43509054629985,4,tachy_hypoxemia
69.95324524309851,79.94623297672372,249,severe_hypoxemia
64.967600393457,82.66414931350859,401,severe_hypoxemia
65.47217582192819,85.2970311291816,463,severe_hypoxemia
68.48610739519744,97.16092283045201,0,healthy
131.60190690331146,91.65956762829249,2,tachy_hypoxemia
38.275612381450415,97.66508013888354,0,bradycardia
33.67296874361982,100.16337155440287,0,bradycardia
69.44933053776695,97.25678001419426,0,healthy
35.26069293294309,97.24030877813973,0,bradycardia
